String Index	Text
x	DON'T REGISTER
x	Please make sure that the two email addresses match.
x	Invalid Email Address
x	The email address you entered does not appear to be valid.  Please enter a valid email address.
x	Without a registered email address, you will not be able to recover your account should you forget your password. You will not have another opportunity to register an email address with this account.
x	If you have forgotten your password and you registered your email address with us for this account, you can request that a new password be sent to you by clicking Send.  Make sure to enter the email address that you registered for this account.
x	Your request for a new password has been received. If you registered an email address for this account you will receive an email with instructions on how to complete your password change.
x	CONTINUE
x	Forgot your password? Click 'Account Settings'.
x	The password you entered is incorrect.  You can get a new password by clicking 'Account Settings'.
x	ACCOUNT SETTINGS
x	Account Settings
x	If you know your password and want to change it, click here.
x	If you have forgotten your password or your password doesn't work, click here.
x	If you need to change your registered email address, click here.
x	GET NEW PASSWORD
x	Get New Password
x	CHANGE EMAIL
x	Change Email
x	Old Email Address:
x	New Email Address:
x	Verify New Email Address:
x	If you registered an email address for this account then you can change it here. Note that both email addresses need to be active for you to make this change.
x	The old and new email addresses you have entered are the same.  Please enter a different email address.
x	Please make sure that the two new email addresses match.
x	Battle.net News Updates
x	Last Difficulty Setting Completed:
x	None
x	ENTER CHAT
x	PLEASE WRITE DOWN YOUR PASSWORD.
x	Unsafe Password
x	The password you've chosen is unsafe. Please choose a new one.
x	CDKEY WARNING
x	You cannot send your cdkey to another user on Battle.net. Blizzard will never ask you for your cdkey for any reason.
x	Expires Today
x	Expires in %d days
x	Character Expired
x	
x	
x	
x	
x	
x	
x	
x	
yap	Hood
ykp	Fedora
ylm	Guardian Helm
yhl	Gladiator Helm
yhm	Tusk Helm
yrn	Royal Crown
ysk	Devil Mask
yui	Padded Armor
yea	Viper Skin
yla	Demon Carapace
ytu	Gemstoned Armor
yng	Heavy Mail
ycl	Dragon Scale
yhn	Chain Shirt
yrs	Chest Guard
ypl	Demon Fleece
ylt	Plated Cuirass
yld	Combat Plate
yth	Royal Armor
yul	Ceremonial Armor
yar	Archaic Armor
ytp	Archmage Plate
yuc	Petrified Buckler
yml	Desert Shield
yrg	Giant Buckler
yit	Military Shield
yow	Imperial Shield
yts	Body Shield
ylg	Spellcaster Gloves
yvg	Viper Hands
ymg	Sepulcher Gloves
ytg	Gladiator Gauntlets
yhg	Titan Gauntlets
ylb	Rogue Boots
yvb	Viper Boots
ymb	Sepulcher Boots
ytb	Gladiator Boots
yhb	Titan Boots
alb	Hemp Band
avb	Rogue Belt
bmb	Merchant Belt
atb	Gladiator Belt
ahb	Titan Belt
yh9	Demon Skull
ysh	Demon Shield
ypk	Thorned Shield
cix	Hachigane
dwc	Dwarven Circlet
xdw	Dwarven Faceguard
ydw	Dwarven Faceplate
elv	Elven Chain
xlv	Drow Adamantite Chain
ylv	Sylvan Chain
fts	Fortress Shield
xft	Reflection Shield
yft	Ceremonial Shield
irg	Iron Guards
xig	Military Guards
yig	Royal Guards
dbt	Crystal Boots
xbt	Dimensional Boots
ybt	Phase Boots
msb	Muscle Wrap
xms	Giant Wrap
yms	Herculean Wrap
shl	Spiked Shoulder
xhh	Thorned Armor
yhh	Spiked Armor
clk	Cloak
xlk	Shadow Cloak
ylk	Shinobi Cloak
rob	Robe
xrb	Mage Robe
yrb	Archmage Robe
eht	Spirit Crown
xht	Ethereal Crown
yht	Titania Crown
merc01	Sheena
merc02	Sascha
merc03	Silverdawn
merc04	Tingle
merc05	Sista
merc06	Aanna
merc07	Lindsey
merc08	Jill
merc09	Madoka
merc10	Faye
merc11	Kundri
merc12	Kyle
merc13	Visala
merc14	Elexa
merc15	Floria
merc16	Fiona
merc17	Gwinni
merc18	Gaile
merc19	Hannah
merc20	Heather
merc21	Iantha
merc22	Diane
merc23	Isolde
merc24	Divo
merc25	Ithera
merc26	Itonya
merc27	Liene
merc28	Maeko
merc29	Mahala
merc30	Liaza
merc31	Meghan
merc32	Olena
merc33	Oriana
merc34	Ryann
merc35	Rozene
merc36	Raissa
merc37	Sharyn
merc38	Shikha
merc39	Debi
merc40	Tylena
merc41	Wendy
merca201	Hazade
merca202	Fargo
merca203	Madanark
merca204	Root
merca205	Fusman
merca206	Zhoulomcrist
merca207	Wesson
merca208	Jarda
merca209	Phrozenheart
merca210	Trip
merca211	Jemali
merca212	Kasim
merca213	Gulzar
merca214	Mizan
merca215	Leharas
merca216	Durga
merca217	Neeraj
merca218	Ilzan
merca219	Zanarhi
merca220	Waheed
merca221	Vikhyat
merca222	Acolyte
merca223	Red Death
merca224	Wanderer
merca225	Donovan
merca226	GoV
merca227	Rana Loreus
merca228	Mephansteras
merca229	Iowan
merca230	Lothar
merca231	Cell
merca232	Dracos
merca233	Shaithis
merca234	Keseph
merca235	Darkmage
merca236	Avatar
merca237	Ghost
merca238	Deviant
merca239	Jarulf
merca240	Flux
merca241	Scorch
Pit Level 1	Blood Raven's Workshop Level 1
To The Pit Level 1	To Blood Raven's Workshop Level 1
Pit Level 2	Blood Raven's Workshop Level 2
To The Pit Level 2	To Blood Raven's Workshop Level 2
Far Oasis	Far Oasis
To The Far Oasis	To The Far Oasis
Lost City	Lost Farm
To The Lost City	To The Lost Farm
Sewers Level 1	Temple Passage Level 1
To The Sewers Level 1	To The Temple Passage Level 1
Sewers Level 2	Sewers Level 1
To The Sewers Level 2	To The Sewers Level 1
Sewers Level 3	Sewers Level 2
To The Sewers Level 3	To The Sewers Level 2
Harem Level 2	Underground Maze
To The Harem Level 2	To The Underground Maze
Stony Tomb Level 1	Dark Magician's Chamber Level 1
To The Stony Tomb Level 1	To Dark Magician's Chamber Level 1
Stony Tomb Level 2	Dark Magician's Chamber Level 2
To The Stony Tomb Level 2	To Dark Magician's Chamber Level 2
Halls of the Dead Level 2	Temple Passage Level 2
To The Halls of the Dead Level 2	To The Temple Passage Level 2
Halls of the Dead Level 3	Halls of the Dead Level 2
To The Halls of the Dead Level 3	To The Halls of the Dead Level 2
Claw Viper Temple Level 2	Unholy Altar
To The Claw Viper Temple Level 2	To The Unholy Altar
Maggot Lair Level 1	Maggot Tunnels
To The Maggot Lair Level 1	To The Maggot Tunnels
Maggot Lair Level 2	Maggot Passage
To The Maggot Lair Level 2	To The Maggot Passage
Maggot Lair Level 3	Maggot Lair
To The Maggot Lair Level 3	To The Maggot Lair
Ancient Tunnels	Andariel's Dressing Room
To The Ancient Tunnels	To Andariel's Dressing Room
Great Marsh	Marsh of Pain
To The Marsh of Pain	
Spider Cave	Harpie's Nest Level 2
To The Spider Cave	The Harpie's Nest Level 2
Swampy Pit Level 1	Bookstore Sarina Level 1
To The Swampy Pit Level 1	To Bookstore Sarina Level 1
Swampy Pit Level 2	Harpie's Nest Level 1
To The Swampy Pit Level 2	To The Harpie's Nest Level 1
Swampy Pit Level 3	Swampy Pit
To The Swampy Pit Level 3	To The Swampy Pit
Flayer Dungeon Level 1	Flayer Tunnel
To The Flayer Dungeon Level 1	To The Flayer Tunnel
Flayer Dungeon Level 2	Flayer Dungeon Level 1
To The Flayer Dungeon Level 2	To The Flayer Dungeon Level 1
Flayer Dungeon Level 3	Flayer Dungeon Level 2
To The Flayer Dungeon Level 3	To The Flayer Dungeon Level 2
A3 Sewers Level 1	Sewers Level 1
To The A3 Sewers Level 1	To The Sewers Level 1
A3 Sewers Level 2	Sewers Level 2
To The A3 Sewers Level 2	To The Sewers Level 2
Ruined Temple	Bookstore Sarina Level 2
To The Ruined Temple	To Bookstore Sarina Level 2
Ruined Fane	Ruined Fane
To The Ruined Fane	To The Ruined Fane
Crystalized Cavern Level 1	Nowhere
To The Crystalized Cavern Level 1	To Nowhere
Crystalized Cavern Level 2	Naraku Level 1
To The Crystalized Cavern Level 2	To Naraku Level 1
Echo Chamber	GFraizer Dome
To The Echo Chamber	To GFraizer Dome
Glacial Caves Level 2	Bill Roper Memorial Ball Park
To The Glacier Caves Level 2	To Bill Roper Memorial Ball Park
Nihlathaks Temple	Dimensional Gate
To Nihlathaks Temple	To The Dimensional Gate
Halls of Anguish	The Dead End
To The Halls of Anguish	To The Dead End
Halls of Death's Calling	Naraku Level 2
To The Halls of Death's Calling	To Naraku Level 2
Halls of Vaught	Nihlathak's Domain
To The Halls of Vaught	To Nihlathak's Domain
Hell1	Moonshine Distillery
To Hell1	To The Moonshine Distillery
Hell2	Fake Note Factory
To Hell2	To The Fake Note Factory
Hell3	Poppy Farm
To Hell3	To The Poppy Farm
The Worldstone Keep Level 1	Worldstone Keep Level 1
To The Worldstone Keep Level 1	To The Worldstone Keep Level 1
The Worldstone Keep Level 2	Naraku Level 3
To The Worldstone Keep Level 2	To Naraku Level 3
The Worldstone Keep Level 3	Worldstone Keep Level 2
To The Worldstone Keep Level 3	To The Worldstone Keep Level 2
ArchMage's	ArchMage's
Assailant's	Assailant's
Awesome	Awesome
Blinding	Blinding
Bloodlust	Bloodlust
Champion's	Champion's
Clever	Clever
Crystal	Crystal
Elusive	Elusive
Evasive	Evasive
Exacting	Exacting
Heartless	Heartless
Heavy	Heavy
Horrific	Horrific
Knowledgeable	Knowledgeable
Looter's	Looter's
Necromancer's	Necromancer's
Precise	Precise
Ruthless	Ruthless
Striker's	Striker's
Titan's	Titan's
White	White
of Alleviation	of Alleviation
of Arcing	of Arcing
of Aurora	of Aurora
of Avoidance	of Avoidance
of Ducking	of Ducking
of Elusion	of Elusion
of Evasion	of Evasion
of Fade	of Fade
of Fire Shield	of Fire Shield
of Freezing	of Freezing
of Grand Mastery	of Grand Mastery
of Immolation	of Immolation
of Mastery	of Mastery
of Mauling	of Mauling
of Meteor Shower	of Fire Armor
of Molasses	of Molasses
of Plenty	of Plenty
of Riches	of Riches
of Shielding	of Shielding
of Skill Master	of the Skill Master
of Targeting	of Targeting
of Toxin	of Toxin
of Wildfire	of Wildfire
of Wounding	of Wounding
of the Angel	of the Angel
of the Arctic	of the Arctic
of the Collector	of the Collector
of the Heavens	of the Heavens
of the Iceburg	of the Iceburg
of the Lurker	of the Lurker
of the Psyche	of the Psyche
of the Rainbow	of the Rainbow
of the Rogue	of the Rogue
of the Saint	of the Saint
of the Tank	of the Tank
of the Valiant	of the Valiant
of the Werebear	of the Werebear
of the Wererat	of the Wererat
of the Weretiger	of the Weretiger
of the Werewolf	of the Werewolf
of the Wicked	of the Wicked
map	ÿc4Maple Leaf
sss	ÿc5Spider's Silk
ggg	ÿc3Crushed Gem
eee	ÿc1Blackmoor
hly	ÿc/Holy Symbol
hh2	ÿc7Forging Hammer
ttt	ÿc5Tyranium Ore
ppp	ÿc;Dragon Stone
ddd	ÿc4Ancient Decipherer
sdo	ÿc8Socket Donut
rnd	ÿc0Randomize
an0	ÿc4Unique Stone (nor)
an1	ÿc4Unique Stone (exc)
an2	ÿc4Unique Stone (eli)
an3	ÿc2Green Aura Stone
an4	ÿc1Red Aura Stone
an5	ÿc;Violet Aura Stone
an6	ÿc9Yellow Aura Stone
an7	ÿc5Black Aura Stone
an8	ÿc/White Aura Stone
an9	ÿc3Blue Aura Stone
yyy	ÿc9Cookbook
zzz	ÿc1Steak
hrt	ÿc1Heart
brz	ÿc1Brain
jaw	ÿc7Jawbone
eyz	ÿc9Eye
hrn	ÿc:Horn
tal	ÿc8Tail
flg	ÿc1Flag
fng	ÿc5Fang
qll	ÿc5Quill
sol	ÿc3Soul
scz	ÿc:Scalp
spe	ÿc;Spleen
00g	Griswold's Hand
00t	Treehead WoodFist's Arm
00r	Radament's Head
00h	Hephasto's Hand
fkn	Fake Note
po1	Potion of Heroism
po2	Potion of Super-Heroism
po3	Mountain Dew
po4	Nirvana Grass
fkndesc	sells for gold, no other usage
vpsdesc	(duration: 90 second)\nHeal Stamina Plus 5000%
ypsdesc	(duration: 45 second)\n+10% To Max Poison Resist\nPoison Resist +50%
wmsdesc	(duration: 45 second)\nCannot Be Frozen\n+10% To Max Cold Resist\nCold Resist +50%
po2desc	(duration: 45 second)\nIncrease Maximum Life 100%\n+200% Enhanced Damage\n+2 to All Skill Levels
po1desc	(duration: 45 second)\nIncrease Maximum Life 50%\n+100% Enhanced Damage\n+1 to All Skill Levels
po3desc	(duration: 90 second)\n100% Faster Cast Rate\n100% Increased Attack Speed\n100% Faster Run/Walk
po4desc	(duration: 45 second)\n+20% to Experience Gained
zrn	Amazonian Loop
srn	Sorcerer's Band
nrn	Necromancer's Stone
prn	Paladic Halo
brg	Barbaric Hoop
drn	Druid's Seal
arn	Assassin's Spiral
zam	Amazonian Pin
sam	Sorcerer's Talisman
nam	Death's Locket
pam	Holy Pendant
bam	Totemic Pebble
dam	Druidic Necklace
aam	Assassin's Choker
cm4	Odd Charm
cm5	Square Charm
gcv	ÿc;Chipped Amethyst
gfv	ÿc;Flawed Amethyst
gsv	ÿc;Amethyst
gzv	ÿc;Flawless Amethyst
gpv	ÿc;Blemished Amethyst
gcy	ÿc9Chipped Topaz
gfy	ÿc9Flawed Topaz
gsy	ÿc9Topaz
gly	ÿc9Flawless Topaz
gpy	ÿc9Blemished Topaz
gcb	ÿc3Chipped Sapphire
gfb	ÿc3Flawed Sapphire
gsb	ÿc3Sapphire
glb	ÿc3Flawless Sapphire
gpb	ÿc3Blemished Sapphire
gcg	ÿc2Chipped Emerald
gfg	ÿc2Flawed Emerald
gsg	ÿc2Emerald
glg	ÿc2Flawless Emerald
gpg	ÿc2Blemished Emerald
gcr	ÿc1Chipped Ruby
gfr	ÿc1Flawed Ruby
gsr	ÿc1Ruby
glr	ÿc1Flawless Ruby
gpr	ÿc1Blemished Ruby
gcw	ÿc/Chipped Diamond
gfw	ÿc/Flawed Diamond
gsw	ÿc/Diamond
glw	ÿc/Flawless Diamond
gpw	ÿc/Blemished Diamond
skc	ÿc0Chipped Skull
skf	ÿc0Flawed Skull
sku	ÿc0Skull
skl	ÿc0Flawless Skull
skz	ÿc0Blemished Skull
gvb	ÿc;Perfect Amethyst
gyb	ÿc9Perfect Topaz
gbb	ÿc3Perfect Sapphire
ggb	ÿc2Perfect Emerald
grb	ÿc1Perfect Ruby
gwb	ÿc/Perfect Diamond
skb	ÿc0Perfect Skull
gck	ÿc5Chipped Obsidian
gfk	ÿc5Flawed Obsidian
gsk	ÿc5Obsidian
gzk	ÿc5Flawless Obsidian
gpk	ÿc5Blemished Obsidian
gbk	ÿc5Perfect Obsidian
r01	ÿc/I Rune
r02	ÿc/U Rune
r03	ÿc/Shi Rune
r04	ÿc/Ka Rune
r05	ÿc/N Rune
r06	ÿc/Ku Rune
r07	ÿc/Yo Rune
r08	ÿc1Ki Rune
r09	ÿc1Ri Rune
r10	ÿc1Mi Rune
r11	ÿc1Ya Rune
r12	ÿc1A Rune
r13	ÿc1Tsu Rune
r14	ÿc1Chi Rune
r15	ÿc9Sa Rune
r16	ÿc9Yu Rune
r17	ÿc9Ke Rune
r18	ÿc9E Rune
r19	ÿc9Ko Rune
r20	ÿc9Ra Rune
r21	ÿc9O Rune
r22	ÿc8Ho Rune
r23	ÿc8Me Rune
r24	ÿc8Ru Rune
r25	ÿc8Ta Rune
r26	ÿc8To Rune
r27	ÿc8Wa Rune
r28	ÿc8Ha Rune
r29	ÿc2Na Rune
r30	ÿc2Ni Rune
r31	ÿc2Se Rune
r32	ÿc2Fu Rune
r33	ÿc2Ma Rune
r34	ÿc2Hi Rune
r35	ÿc2Mo Rune
r36	ÿc4No Rune
r37	ÿc4Te Rune
r38	ÿc4Ro Rune
r39	ÿc4So Rune
r40	ÿc4Mu Rune
r41	ÿc4Ne Rune
r42	ÿc4Re Rune
r43	ÿc;Su Rune
r44	ÿc;He Rune
r45	ÿc;Nu Rune
r46	ÿc;Wo Rune
r47	Ka Rune
r01L	I
r02L	U
r03L	Shi
r04L	Ka
r05L	N
r06L	Ku
r07L	Yo
r08L	Ki
r09L	Ri
r10L	Mi
r11L	Ya
r12L	A
r13L	Tsu
r14L	Chi
r15L	Sa
r16L	Yu
r17L	Ke
r18L	E
r19L	Ko
r20L	Ra
r21L	O
r22L	Ho
r23L	Me
r24L	Ru
r25L	Ta
r26L	To
r27L	Wa
r28L	Ha
r29L	Na
r30L	Ni
r31L	Se
r32L	Fu
r33L	Ma
r34L	Hi
r35L	Mo
r36L	No
r37L	Te
r38L	Ro
r39L	So
r40L	Mu
r41L	Ne
r42L	Re
r43L	Su
r44L	He
r45L	Nu
r46L	Wo
r47L	Ka
r51	El Rune
r52	Eld Rune
r53	Tir Rune
r54	Nef Rune
r55	Eth Rune
r56	Ith Rune
r57	Tal Rune
r58	Ral Rune
r59	Ort Rune
r60	Thul Rune
r61	Amn Rune
r62	Sol Rune
r63	Shael Rune
r64	Dol Rune
r65	Hel Rune
r66	Io Rune
r67	Lum Rune
r68	Ko Rune
r69	Fal Rune
r70	Lem Rune
r71	Pul Rune
r72	Um Rune
r73	Mal Rune
r74	Ist Rune
r75	Gul Rune
r76	Vex Rune
r77	Ohm Rune
r78	Lo Rune
r79	Sur Rune
r80	Ber Rune
r81	Jah Rune
r82	Cham Rune
r83	Zod Rune
r51L	El
r52L	Eld
r53L	Tir
r54L	Nef
r55L	Eth
r56L	Ith
r57L	Tal
r58L	Ral
r59L	Ort
r60L	Thul
r61L	Amn
r62L	Sol
r63L	Shael
r64L	Dol
r65L	Hel
r66L	Io
r67L	Lum
r68L	Ko
r69L	Fal
r70L	Lem
r71L	Pul
r72L	Um
r73L	Mal
r74L	Ist
r75L	Gul
r76L	Vex
r77L	Ohm
r78L	Lo
r79L	Sur
r80L	Ber
r81L	Jah
r82L	Cham
r83L	Zod
01l	(I -> El)\nÿc4Ancient Decal
02l	(U -> Eld)\nÿc4Ancient Decal
03l	(Shi -> Tir)\nÿc4Ancient Decal
04l	(Ka -> Nef)\nÿc4Ancient Decal
05l	(N -> Eth)\nÿc4Ancient Decal
06l	(Ku -> Ith)\nÿc4Ancient Decal
07l	(Yo -> Tal)\nÿc4Ancient Decal
08l	(Ki -> Ral)\nÿc4Ancient Decal
09l	(Ri -> Ort)\nÿc4Ancient Decal
10l	(Mi -> Thul)\nÿc4Ancient Decal
11l	(Ya -> Amn)\nÿc4Ancient Decal
12l	(A -> Sol)\nÿc4Ancient Decal
13l	(Tsu -> Shael)\nÿc4Ancient Decal
14l	(Chi -> Dol)\nÿc4Ancient Decal
15l	(Sa -> Hel)\nÿc4Ancient Decal
16l	(Yu -> Io)\nÿc4Ancient Decal
17l	(Ke -> Lum)\nÿc4Ancient Decal
18l	(E -> Ko)\nÿc4Ancient Decal
19l	(Ko -> Fal)\nÿc4Ancient Decal
20l	(Ra -> Lem)\nÿc4Ancient Decal
21l	(Ho -> Pul)\nÿc4Ancient Decal
22l	(Ru -> Um)\nÿc4Ancient Decal
23l	(To -> Mal)\nÿc4Ancient Decal
24l	(Ha -> Ist)\nÿc4Ancient Decal
25l	(Ni -> Gul)\nÿc4Ancient Decal
26l	(Fu -> Vex)\nÿc4Ancient Decal
27l	(Hi -> Ohm)\nÿc4Ancient Decal
28l	(No -> Lo)\nÿc4Ancient Decal
29l	(Ro -> Sur)\nÿc4Ancient Decal
30l	(Mu -> Ber)\nÿc4Ancient Decal
31l	(Re -> Jah)\nÿc4Ancient Decal
32l	(He -> Cham)\nÿc4Ancient Decal
33l	(Wo -> Zod)\nÿc4Ancient Decal
00a	ÿc4Ancient Scroll
01a	ÿc4Ancient Scroll 1
02a	ÿc4Ancient Scroll 2
03a	ÿc4Ancient Scroll 3
04a	ÿc4Ancient Scroll 4
05a	ÿc4Ancient Scroll 5
06a	ÿc4Ancient Scroll 6
07a	ÿc4Ancient Scroll 7
08a	ÿc4Ancient Scroll 8
09a	ÿc4Ancient Scroll 9
10a	ÿc4Ancient Scroll 10
11a	ÿc4Ancient Scroll 11
12a	ÿc4Ancient Scroll 12
13a	ÿc4Ancient Scroll 13
14a	ÿc4Ancient Scroll 14
15a	ÿc4Ancient Scroll 15
16a	ÿc4Ancient Scroll 16
17a	ÿc4Ancient Scroll 17
18a	ÿc4Ancient Scroll 18
19a	ÿc4Ancient Scroll 19
20a	ÿc4Ancient Scroll 20
21a	ÿc4Ancient Scroll 21
22a	ÿc4Ancient Scroll 22
23a	ÿc4Ancient Scroll 23
24a	ÿc4Ancient Scroll 24
25a	ÿc4Ancient Scroll 25
26a	ÿc4Ancient Scroll 26
27a	ÿc4Ancient Scroll 27
28a	ÿc4Ancient Scroll 28
29a	ÿc4Ancient Scroll 29
30a	ÿc4Ancient Scroll 30
31a	ÿc4Ancient Scroll 31
32a	ÿc4Ancient Scroll 32
33a	ÿc4Ancient Scroll 33
34a	ÿc4Ancient Scroll 34
35a	ÿc4Ancient Scroll 35
36a	ÿc4Ancient Scroll 36
37a	ÿc4Ancient Scroll 37
38a	ÿc4Ancient Scroll 38
39a	ÿc4Ancient Scroll 39
40a	ÿc4Ancient Scroll 40
41a	ÿc4Ancient Scroll 41
42a	ÿc4Ancient Scroll 42
43a	ÿc4Ancient Scroll 43
44a	ÿc4Ancient Scroll 44
45a	ÿc4Ancient Scroll 45
46a	ÿc4Ancient Scroll 46
47a	ÿc4Ancient Scroll 47
48a	ÿc4Ancient Scroll 48
49a	ÿc4Ancient Scroll 49
50a	ÿc4Ancient Scroll 50
01b	Elixir\n->\n(this scroll)\nSteak\nCookbook
02b	Normal Weapon\n->\n(this scroll)\nForging Hammer\n5 Chipped Obsidian\nMagic Weapon
03b	Normal Armor\n->\n(this scroll)\nForging Hammer\n5 Chipped Diamond\nMagic Armor
04b	Unique Weapon/Armor\n->\n(this scroll)\nForging Hammer\nDragon Stone\n2 Perfect Gems\nCrafted Weapon/Armor (nor)
05b	Set Weapon/Armor\n->\n(this scroll)\nForging Hammer\nDragon Stone\n2 Perfect Gems\nCrafted Weapon/Armor (nor)
06b	Unique Ring/Amulet\n->\n(this scroll)\nForging Hammer\nDragon Stone\n2 Perfect Gems\nCrafted Ring/Amulet
07b	Set Ring/Amulet\n->\n(this scroll)\nForging Hammer\nDragon Stone\nPerfect Gem\nCrafted Ring/Amulet
08b	as a forging mod\nadds 5% more Experience\n->\n(this scroll)\n10 Souls\n5 Ears\nUnique/Set Weapon
09b	as a forging mod\nadds 66% Extra Gold\n->\n(this scroll)\n10 Hearts\n5 Ears\nUnique/Set Weapon
10b	1-5% more Experience\nRare Amulet with\n->\n(this scroll)\n5 Souls\n2 Ears\n3 Brains
11b	1-66% Extra Gold\nRare Ring with\n->\n(this scroll)\n5 Hearts\n2 Ears\n3 Eyes
12b	adds 1 socket\n->\n(this scroll)\nEye\nElixir\nAny Jewel\nMagic/Rare/Craft Ring
13b	adds 1 socket\n->\n(this scroll)\nBrain\nElixir\nAny Jewel\nMagic/Rare/Craft Amulet
14b	or corresponding Gem\nPerfect Ruby\n->\n(this scroll)\nor its alternative forms\n2 Dragon Stones
15b	E Rune (r18)\n->\n(this scroll)\nForging Hammer\nBlackmoor\nTyranium Ore
16b	makes 1-6 sockets\n->\n(this scroll)\nSocket Donut\n1-6 F/B/P-Gems (nor/exc/eli)\nNormal Weapon
17b	makes 1-6 sockets\n->\n(this scroll)\nSocket Donut\n1-6 F/B/P-Gems (nor/exc/eli)\nNormal Armor
18b	10% Faster Run/Walk\nadds\n->\n(this scroll)\nCookbook\nForging Hammer\nSpider's Silk\nMagic Boots
19b	10% Faster Block Rate\nadds\n->\n(this scroll)\nCookbook\nForging Hammer\nHoly Symbol\nMagic Shield
20b	10% Increased Attack Speed\nadds\n->\n(this scroll)\nCookbook\nForging Hammer\nDragon Stone\nMagic Weapon
